,T 01,T 02,T 03,T 04,T 05,T 06,T 07,T 08,T 09
29-jun-2021 12:04:00,3.47,3.14,3.32,3.04,6.10,5.56,5.53,5.55,3.98
29-jun-2021 12:05:00,4.96,4.70,4.80,4.54,6.32,5.19,5.69,5.56,5.02
29-jun-2021 12:06:00,5.59,5.40,5.49,5.26,6.70,5.64,6.14,6.00,5.64
29-jun-2021 12:07:00,5.71,5.48,5.65,5.39,6.78,6.16,6.45,6.42,5.71
29-jun-2021 12:08:00,5.71,5.45,5.61,5.37,7.15,6.67,6.76,6.77,5.75
29-jun-2021 12:09:00,5.76,5.51,5.64,5.43,7.45,7.03,7.03,7.07,5.87
29-jun-2021 12:10:00,5.82,5.58,5.68,5.48,7.70,7.33,7.29,7.35,5.97
29-jun-2021 12:11:00,6.61,6.41,6.51,6.27,7.82,6.83,7.24,7.13,6.68
29-jun-2021 12:12:00,5.38,4.95,5.58,5.16,7.17,5.72,6.50,6.24,6.00
29-jun-2021 12:13:00,4.94,4.13,5.16,4.47,6.68,5.08,6.00,5.69,5.58
29-jun-2021 12:14:00,4.41,3.63,4.69,3.99,6.23,4.50,5.53,5.16,5.13
29-jun-2021 12:15:00,3.97,3.21,4.26,3.59,5.81,4.04,5.11,4.75,4.66
29-jun-2021 12:16:00,3.63,2.82,3.91,3.21,5.42,3.64,4.74,4.33,4.32
29-jun-2021 12:17:00,3.26,2.44,3.57,2.85,5.13,3.34,4.37,4.04,3.94
29-jun-2021 12:18:00,2.98,2.15,3.28,2.55,4.81,2.97,4.07,3.71,3.60
29-jun-2021 12:19:00,2.64,1.81,2.96,2.23,4.52,2.64,3.75,3.37,3.30
29-jun-2021 12:20:00,2.94,2.21,3.06,2.41,4.51,2.82,3.83,3.52,3.38
29-jun-2021 12:21:00,2.99,2.47,2.96,2.56,4.81,3.92,4.39,4.30,3.43
29-jun-2021 12:22:00,3.13,2.71,3.04,2.68,5.39,4.67,4.81,4.79,3.61
29-jun-2021 12:23:00,3.32,2.95,3.17,2.87,5.79,5.16,5.21,5.19,3.79
29-jun-2021 12:24:00,3.51,3.18,3.34,3.08,6.13,5.57,5.58,5.59,3.99
29-jun-2021 12:25:00,5.09,4.85,4.96,4.69,6.38,5.24,5.78,5.63,5.15
29-jun-2021 12:26:00,5.67,5.48,5.58,5.35,6.72,5.69,6.20,6.08,5.71
29-jun-2021 12:27:00,5.71,5.46,5.61,5.37,6.82,6.27,6.48,6.47,5.69
29-jun-2021 12:28:00,5.69,5.47,5.59,5.38,7.20,6.75,6.81,6.84,5.77
29-jun-2021 12:29:00,5.75,5.51,5.63,5.42,7.49,7.10,7.07,7.15,5.87
29-jun-2021 12:30:00,5.84,5.60,5.68,5.47,7.79,7.40,7.37,7.45,5.99
29-jun-2021 12:31:00,6.52,6.31,6.52,6.27,7.74,6.72,7.20,7.04,6.69
29-jun-2021 12:32:00,5.33,4.81,5.52,5.05,7.11,5.59,6.42,6.12,5.94
29-jun-2021 12:33:00,4.88,4.06,5.12,4.40,6.64,4.98,5.93,5.62,5.51
29-jun-2021 12:34:00,4.36,3.57,4.65,3.94,6.22,4.42,5.46,5.10,5.09
29-jun-2021 12:35:00,3.96,3.14,4.24,3.55,5.81,3.97,5.05,4.70,4.65
29-jun-2021 12:36:00,3.57,2.76,3.87,3.16,5.41,3.58,4.70,4.31,4.27
29-jun-2021 12:37:00,3.24,2.43,3.55,2.83,5.12,3.23,4.33,4.00,3.94
29-jun-2021 12:38:00,2.94,2.07,3.23,2.50,4.79,2.91,4.02,3.66,3.63
29-jun-2021 12:39:00,2.67,1.73,2.93,2.15,4.47,2.56,3.71,3.32,3.23
29-jun-2021 12:40:00,3.03,2.30,3.09,2.46,4.55,2.90,3.86,3.56,3.36
29-jun-2021 12:41:00,3.01,2.50,2.98,2.55,4.93,4.06,4.45,4.41,3.45
29-jun-2021 12:42:00,3.17,2.73,3.07,2.69,5.48,4.77,4.88,4.88,3.63
29-jun-2021 12:43:00,3.37,2.99,3.21,2.90,5.87,5.27,5.33,5.30,3.84
29-jun-2021 12:44:00,3.69,3.32,3.44,3.15,6.21,5.51,5.59,5.43,4.09
29-jun-2021 12:45:00,5.20,4.96,5.07,4.79,6.42,5.28,5.84,5.68,5.22
29-jun-2021 12:46:00,5.73,5.55,5.65,5.41,6.77,5.77,6.22,6.12,5.75
29-jun-2021 12:47:00,5.69,5.46,5.59,5.35,6.91,6.35,6.54,6.54,5.71
29-jun-2021 12:48:00,5.72,5.47,5.59,5.37,7.27,6.79,6.85,6.85,5.78
29-jun-2021 12:49:00,5.77,5.53,5.64,5.43,7.57,7.14,7.11,7.17,5.90
29-jun-2021 12:50:00,5.91,5.66,5.75,5.53,7.78,7.25,7.33,7.20,6.11
29-jun-2021 12:51:00,6.01,5.73,6.17,5.86,7.52,6.32,6.94,6.71,6.42
29-jun-2021 12:52:00,5.23,4.54,5.40,4.84,6.99,5.44,6.32,5.95,5.83
29-jun-2021 12:53:00,4.67,3.91,4.94,4.24,6.48,4.78,5.82,5.42,5.35
29-jun-2021 12:54:00,4.20,3.40,4.47,3.77,6.05,4.25,5.33,4.94,4.92
29-jun-2021 12:55:00,3.81,3.00,4.11,3.38,5.67,3.84,4.92,4.58,4.53
29-jun-2021 12:56:00,3.47,2.62,3.73,3.01,5.28,3.46,4.54,4.20,4.14
29-jun-2021 12:57:00,3.15,2.28,3.42,2.69,5.00,3.12,4.23,3.85,3.82
29-jun-2021 12:58:00,2.79,1.93,3.09,2.33,4.71,2.74,3.89,3.50,3.49
29-jun-2021 12:59:00,2.69,1.84,2.88,2.16,4.47,2.62,3.71,3.36,3.20
29-jun-2021 13:00:00,2.98,2.38,3.01,2.55,4.57,3.33,4.09,3.84,3.39
29-jun-2021 13:01:00,3.06,2.55,2.99,2.59,5.14,4.34,4.58,4.58,3.52
29-jun-2021 13:02:00,3.23,2.82,3.11,2.76,5.62,4.95,5.01,5.01,3.71
29-jun-2021 13:03:00,3.42,3.07,3.26,2.97,6.01,5.41,5.44,5.42,3.91
29-jun-2021 13:04:00,4.64,4.34,4.40,4.08,6.26,5.20,5.62,5.41,4.69
29-jun-2021 13:05:00,5.39,5.18,5.28,5.03,6.55,5.45,5.98,5.84,5.42
29-jun-2021 13:06:00,5.72,5.50,5.66,5.41,6.71,5.93,6.35,6.24,5.73
29-jun-2021 13:07:00,5.68,5.45,5.59,5.34,7.03,6.51,6.66,6.63,5.72
29-jun-2021 13:08:00,5.74,5.50,5.62,5.40,7.38,6.93,6.95,6.98,5.83
29-jun-2021 13:09:00,5.79,5.56,5.66,5.46,7.62,7.23,7.20,7.26,5.94
29-jun-2021 13:10:00,6.35,6.10,6.21,5.96,7.73,6.80,7.15,7.01,6.45
29-jun-2021 13:11:00,5.52,5.23,5.78,5.40,7.31,5.94,6.64,6.43,6.11
29-jun-2021 13:12:00,5.11,4.32,5.30,4.63,6.81,5.20,6.17,5.82,5.72
29-jun-2021 13:13:00,4.51,3.76,4.82,4.09,6.35,4.62,5.67,5.28,5.24
29-jun-2021 13:14:00,4.10,3.31,4.38,3.68,5.92,4.12,5.23,4.82,4.84
29-jun-2021 13:15:00,3.71,2.92,3.99,3.30,5.52,3.72,4.82,4.49,4.43
29-jun-2021 13:16:00,3.34,2.55,3.65,2.95,5.22,3.34,4.50,4.10,4.06
29-jun-2021 13:17:00,3.04,2.20,3.33,2.61,4.87,3.04,4.15,3.79,3.70
29-jun-2021 13:18:00,2.74,1.88,3.01,2.28,4.58,2.67,3.84,3.44,3.39
29-jun-2021 13:19:00,2.87,2.12,3.00,2.34,4.51,2.77,3.79,3.50,3.27
29-jun-2021 13:20:00,2.96,2.46,2.96,2.57,4.74,3.74,4.31,4.13,3.42
29-jun-2021 13:21:00,3.12,2.68,3.04,2.66,5.34,4.59,4.74,4.74,3.59
29-jun-2021 13:22:00,3.30,2.94,3.17,2.86,5.75,5.11,5.21,5.17,3.78
29-jun-2021 13:23:00,3.50,3.17,3.33,3.07,6.10,5.55,5.54,5.55,3.99
29-jun-2021 13:24:00,4.99,4.74,4.84,4.55,6.39,5.24,5.75,5.57,5.06
29-jun-2021 13:25:00,5.61,5.42,5.50,5.26,6.70,5.64,6.16,6.03,5.62
29-jun-2021 13:26:00,5.72,5.51,5.61,5.38,6.83,6.19,6.48,6.42,5.72
29-jun-2021 13:27:00,5.73,5.50,5.61,5.38,7.19,6.72,6.81,6.81,5.78
29-jun-2021 13:28:00,5.77,5.53,5.64,5.43,7.52,7.10,7.07,7.17,5.89
29-jun-2021 13:29:00,5.85,5.61,5.69,5.50,7.82,7.41,7.35,7.44,6.00
29-jun-2021 13:30:00,6.50,6.27,6.46,6.20,7.81,6.73,7.22,7.06,6.64
29-jun-2021 13:31:00,5.32,4.80,5.51,5.02,7.05,5.59,6.44,6.11,5.89
29-jun-2021 13:32:00,4.87,4.06,5.10,4.38,6.64,4.95,5.98,5.57,5.51
29-jun-2021 13:33:00,4.34,3.58,4.62,3.92,6.17,4.43,5.47,5.11,5.01
29-jun-2021 13:34:00,3.97,3.17,4.24,3.54,5.77,3.97,5.09,4.71,4.64
29-jun-2021 13:35:00,3.60,2.81,3.89,3.19,5.45,3.61,4.71,4.35,4.25
29-jun-2021 13:36:00,3.31,2.48,3.57,2.88,5.14,3.27,4.40,4.04,3.97
29-jun-2021 13:37:00,3.00,2.13,3.24,2.51,4.81,2.92,4.08,3.69,3.63
29-jun-2021 13:38:00,2.70,1.80,2.98,2.20,4.51,2.60,3.76,3.36,3.35
29-jun-2021 13:39:00,2.97,2.22,3.09,2.40,4.59,2.80,3.86,3.56,3.40
29-jun-2021 13:40:00,3.00,2.45,2.97,2.54,4.79,3.90,4.39,4.36,3.44
29-jun-2021 13:41:00,3.15,2.70,3.06,2.65,5.39,4.69,4.82,4.82,3.62
29-jun-2021 13:42:00,3.34,2.96,3.20,2.88,5.84,5.20,5.30,5.24,3.82
29-jun-2021 13:43:00,3.54,3.21,3.37,3.09,6.19,5.63,5.67,5.64,4.03
29-jun-2021 13:44:00,5.12,4.88,4.97,4.69,6.41,5.28,5.81,5.67,5.15
29-jun-2021 13:45:00,5.72,5.53,5.62,5.39,6.78,5.74,6.26,6.13,5.76
29-jun-2021 13:46:00,5.75,5.51,5.62,5.39,6.89,6.32,6.54,6.55,5.73
29-jun-2021 13:47:00,5.77,5.52,5.63,5.40,7.28,6.81,6.87,6.89,5.82
29-jun-2021 13:48:00,5.80,5.56,5.67,5.47,7.58,7.16,7.15,7.21,5.93
29-jun-2021 13:49:00,5.87,5.63,5.71,5.51,7.86,7.47,7.41,7.51,6.05
29-jun-2021 13:50:00,6.02,5.74,6.18,5.84,7.55,6.33,6.93,6.69,6.36
29-jun-2021 13:51:00,5.22,4.58,5.41,4.84,6.96,5.41,6.34,6.00,5.85
29-jun-2021 13:52:00,4.73,3.94,4.99,4.27,6.55,4.81,5.87,5.48,5.42
29-jun-2021 13:53:00,4.28,3.48,4.55,3.83,6.11,4.31,5.38,5.02,4.99
29-jun-2021 13:54:00,3.88,3.07,4.15,3.46,5.75,3.89,4.97,4.62,4.56
29-jun-2021 13:55:00,3.53,2.71,3.81,3.09,5.34,3.54,4.67,4.27,4.17
29-jun-2021 13:56:00,3.19,2.39,3.49,2.77,5.02,3.18,4.30,3.94,3.85
29-jun-2021 13:57:00,2.92,2.06,3.20,2.46,4.77,2.89,3.99,3.64,3.53
29-jun-2021 13:58:00,2.64,1.73,2.91,2.13,4.49,2.57,3.68,3.31,3.23
29-jun-2021 13:59:00,3.06,2.37,3.08,2.55,4.58,3.04,3.97,3.67,3.38
29-jun-2021 14:00:00,3.07,2.56,3.02,2.61,5.01,4.21,4.52,4.49,3.51
29-jun-2021 14:01:00,3.22,2.79,3.11,2.75,5.53,4.87,4.97,5.00,3.69
29-jun-2021 14:02:00,3.41,3.05,3.27,2.97,5.96,5.36,5.36,5.42,3.90
29-jun-2021 14:03:00,4.16,3.81,3.83,3.53,6.32,5.41,5.60,5.42,4.43
29-jun-2021 14:04:00,5.33,5.10,5.20,4.95,6.57,5.41,5.96,5.79,5.40
29-jun-2021 14:05:00,5.81,5.63,5.72,5.51,6.78,5.87,6.30,6.19,5.80
29-jun-2021 14:06:00,5.78,5.54,5.65,5.42,7.02,6.49,6.66,6.64,5.80
29-jun-2021 14:07:00,5.80,5.55,5.65,5.43,7.38,6.92,6.96,7.00,5.87
29-jun-2021 14:08:00,5.86,5.61,5.70,5.50,7.69,7.28,7.26,7.30,5.99
29-jun-2021 14:09:00,6.16,5.87,5.98,5.73,7.81,7.06,7.22,7.10,6.30
29-jun-2021 14:10:00,5.46,5.11,5.68,5.28,7.23,5.88,6.59,6.32,6.01
29-jun-2021 14:11:00,5.05,4.26,5.22,4.57,6.80,5.15,6.15,5.74,5.67
29-jun-2021 14:12:00,4.49,3.71,4.76,4.05,6.36,4.58,5.62,5.26,5.22
29-jun-2021 14:13:00,4.06,3.29,4.34,3.66,5.94,4.12,5.19,4.80,4.79
29-jun-2021 14:14:00,3.70,2.89,4.00,3.27,5.56,3.69,4.79,4.43,4.40
29-jun-2021 14:15:00,3.36,2.52,3.65,2.93,5.20,3.33,4.46,4.09,4.02
29-jun-2021 14:16:00,3.04,2.18,3.33,2.58,4.91,3.00,4.16,3.76,3.68
29-jun-2021 14:17:00,2.74,1.84,3.04,2.26,4.57,2.68,3.84,3.42,3.43
29-jun-2021 14:18:00,2.91,2.13,3.04,2.35,4.56,2.77,3.85,3.53,3.34
29-jun-2021 14:19:00,3.01,2.47,3.02,2.60,4.77,3.79,4.36,4.24,3.43
29-jun-2021 14:20:00,3.14,2.69,3.06,2.68,5.36,4.62,4.78,4.76,3.60
29-jun-2021 14:21:00,3.33,2.94,3.19,2.85,5.78,5.14,5.20,5.17,3.80
29-jun-2021 14:22:00,3.51,3.17,3.35,3.06,6.13,5.57,5.55,5.56,4.00
29-jun-2021 14:23:00,5.03,4.77,4.87,4.58,6.42,5.26,5.77,5.61,5.10
29-jun-2021 14:24:00,5.67,5.45,5.55,5.32,6.78,5.71,6.22,6.08,5.71
29-jun-2021 14:25:00,5.77,5.54,5.70,5.44,6.87,6.26,6.51,6.48,5.77
29-jun-2021 14:26:00,5.76,5.52,5.65,5.42,7.23,6.77,6.82,6.85,5.81
29-jun-2021 14:27:00,5.81,5.56,5.68,5.47,7.58,7.15,7.12,7.19,5.92
29-jun-2021 14:28:00,5.88,5.65,5.74,5.53,7.84,7.46,7.40,7.47,6.05
29-jun-2021 14:29:00,6.24,5.98,6.31,6.00,7.70,6.57,7.09,6.89,6.45
29-jun-2021 14:30:00,5.26,4.65,5.44,4.91,7.03,5.50,6.40,6.05,5.86
29-jun-2021 14:31:00,4.76,3.98,5.02,4.32,6.62,4.88,5.89,5.56,5.43
29-jun-2021 14:32:00,4.27,3.49,4.58,3.86,6.19,4.40,5.43,5.06,5.02
29-jun-2021 14:33:00,3.89,3.08,4.17,3.47,5.78,3.97,5.04,4.65,4.62
29-jun-2021 14:34:00,3.53,2.73,3.81,3.12,5.45,3.56,4.64,4.27,4.28
29-jun-2021 14:35:00,3.25,2.40,3.51,2.81,5.10,3.22,4.31,4.00,3.90
29-jun-2021 14:36:00,2.93,2.10,3.22,2.49,4.79,2.93,4.04,3.68,3.59
29-jun-2021 14:37:00,2.67,1.77,2.93,2.16,4.49,2.56,3.76,3.32,3.30
29-jun-2021 14:38:00,3.02,2.32,3.11,2.46,4.64,2.88,3.91,3.58,3.39
29-jun-2021 14:39:00,3.04,2.53,3.02,2.61,4.93,4.04,4.47,4.38,3.48
29-jun-2021 14:40:00,3.19,2.75,3.10,2.73,5.48,4.79,4.90,4.89,3.65
29-jun-2021 14:41:00,3.37,3.01,3.24,2.91,5.90,5.28,5.29,5.35,3.85
29-jun-2021 14:42:00,3.57,3.24,3.40,3.13,6.24,5.71,5.65,5.73,4.06
29-jun-2021 14:43:00,5.20,4.98,5.07,4.80,6.50,5.34,5.91,5.74,5.24
29-jun-2021 14:44:00,5.81,5.62,5.71,5.47,6.87,5.82,6.32,6.21,5.85
29-jun-2021 14:45:00,5.79,5.53,5.67,5.44,6.96,6.44,6.61,6.61,5.80
29-jun-2021 14:46:00,5.79,5.54,5.66,5.45,7.32,6.89,6.94,7.00,5.86
29-jun-2021 14:47:00,5.85,5.61,5.72,5.52,7.67,7.28,7.29,7.36,5.99
29-jun-2021 14:48:00,5.95,5.72,5.78,5.58,7.95,7.61,7.56,7.68,6.12
29-jun-2021 14:49:00,5.48,5.14,5.68,5.33,7.30,5.90,6.60,6.38,6.01
29-jun-2021 14:50:00,5.09,4.31,5.27,4.60,6.79,5.20,6.18,5.80,5.67
29-jun-2021 14:51:00,4.62,3.80,4.86,4.13,6.41,4.65,5.71,5.34,5.27
29-jun-2021 14:52:00,4.18,3.38,4.45,3.74,6.02,4.25,5.33,4.97,4.91
29-jun-2021 14:53:00,3.86,3.06,4.12,3.42,5.71,3.85,4.97,4.57,4.52
29-jun-2021 14:54:00,3.57,2.72,3.80,3.10,5.38,3.50,4.63,4.26,4.23
29-jun-2021 14:55:00,3.24,2.41,3.51,2.78,5.04,3.23,4.30,3.97,3.90
29-jun-2021 14:56:00,2.97,2.10,3.24,2.50,4.80,2.92,4.07,3.68,3.65
29-jun-2021 14:57:00,2.72,1.80,2.97,2.20,4.52,2.61,3.75,3.37,3.34
29-jun-2021 14:58:00,3.03,2.29,3.13,2.46,4.64,2.90,3.89,3.60,3.42
29-jun-2021 14:59:00,3.07,2.55,3.03,2.63,4.87,4.01,4.47,4.44,3.48
29-jun-2021 15:00:00,3.21,2.77,3.11,2.74,5.47,4.76,4.87,4.88,3.65
29-jun-2021 15:01:00,3.39,3.01,3.25,2.93,5.89,5.27,5.28,5.34,3.85
29-jun-2021 15:02:00,3.58,3.26,3.41,3.14,6.26,5.68,5.71,5.79,4.07
29-jun-2021 15:03:00,5.23,4.99,5.07,4.81,6.50,5.36,5.90,5.73,5.27
29-jun-2021 15:04:00,5.85,5.66,5.74,5.52,6.91,5.85,6.36,6.27,5.87
29-jun-2021 15:05:00,5.87,5.63,5.74,5.50,7.00,6.46,6.68,6.64,5.87
29-jun-2021 15:06:00,5.87,5.62,5.74,5.50,7.38,6.93,7.01,7.00,5.92
29-jun-2021 15:07:00,5.93,5.68,5.79,5.57,7.72,7.29,7.30,7.33,6.05
29-jun-2021 15:08:00,6.01,5.77,5.86,5.66,8.01,7.65,7.61,7.68,6.19
29-jun-2021 15:09:00,5.31,4.92,5.50,5.08,7.16,5.73,6.49,6.20,5.89
29-jun-2021 15:10:00,4.99,4.20,5.17,4.47,6.71,5.08,6.07,5.72,5.54
29-jun-2021 15:11:00,4.48,3.70,4.74,4.01,6.24,4.55,5.60,5.27,5.16
29-jun-2021 15:12:00,4.13,3.31,4.37,3.66,5.90,4.13,5.21,4.83,4.77
29-jun-2021 15:13:00,3.75,2.94,4.02,3.31,5.57,3.77,4.86,4.51,4.39
29-jun-2021 15:14:00,3.47,2.62,3.73,2.98,5.27,3.41,4.54,4.13,4.09
29-jun-2021 15:15:00,3.15,2.28,3.43,2.67,4.95,3.10,4.24,3.84,3.79
29-jun-2021 15:16:00,2.88,1.95,3.14,2.35,4.69,2.80,3.93,3.55,3.46
29-jun-2021 15:17:00,2.75,1.82,2.95,2.15,4.48,2.61,3.75,3.38,3.27
29-jun-2021 15:18:00,2.99,2.39,3.05,2.53,4.52,3.27,4.07,3.85,3.42
29-jun-2021 15:19:00,3.70,3.25,3.57,3.14,5.19,3.92,4.53,4.37,3.88
29-jun-2021 15:20:00,4.81,4.60,4.68,4.42,5.83,4.77,5.30,5.19,4.80
29-jun-2021 15:21:00,5.43,5.28,5.33,5.13,6.35,5.39,5.84,5.77,5.42
29-jun-2021 15:22:00,5.93,5.79,5.84,5.67,6.76,5.90,6.32,6.27,5.95
29-jun-2021 15:23:00,6.37,6.25,6.29,6.13,7.15,6.35,6.74,6.68,6.41
29-jun-2021 15:24:00,6.79,6.68,6.71,6.57,7.53,6.77,7.16,7.09,6.82
29-jun-2021 15:25:00,7.23,7.11,7.13,7.01,7.95,7.19,7.55,7.51,7.26
29-jun-2021 15:26:00,7.65,7.55,7.57,7.44,8.31,7.62,7.95,7.91,7.66
29-jun-2021 15:27:00,8.02,7.93,7.95,7.82,8.65,8.00,8.32,8.29,8.04
29-jun-2021 15:28:00,8.40,8.30,8.33,8.21,9.01,8.39,8.68,8.66,8.41
29-jun-2021 15:29:00,8.77,8.66,8.69,8.58,9.36,8.73,9.03,8.99,8.77
29-jun-2021 15:30:00,9.12,9.02,9.04,8.93,9.69,9.09,9.37,9.34,9.13
29-jun-2021 15:31:00,9.47,9.37,9.40,9.29,10.01,9.44,9.71,9.67,9.45
29-jun-2021 15:32:00,9.82,9.71,9.75,9.63,10.35,9.78,10.05,10.00,9.81
29-jun-2021 15:33:00,10.14,10.04,10.08,9.96,10.65,10.10,10.37,10.34,10.14
29-jun-2021 15:34:00,10.46,10.36,10.40,10.28,10.95,10.43,10.69,10.65,10.45
29-jun-2021 15:35:00,10.75,10.66,10.70,10.59,11.23,10.72,10.98,10.93,10.76
29-jun-2021 15:36:00,11.07,10.96,11.00,10.89,11.53,11.03,11.27,11.23,11.05
29-jun-2021 15:37:00,11.34,11.25,11.28,11.18,11.78,11.31,11.55,11.50,11.33
29-jun-2021 15:38:00,11.62,11.53,11.57,11.46,12.05,11.59,11.82,11.77,11.61
29-jun-2021 15:39:00,11.26,11.05,11.44,11.23,11.98,11.29,11.70,11.58,11.49
29-jun-2021 15:40:00,10.25,9.89,10.42,10.08,11.38,10.34,10.96,10.77,10.67
29-jun-2021 15:41:00,9.59,8.87,9.77,9.17,10.90,9.54,10.42,10.08,10.06
29-jun-2021 15:42:00,9.02,7.99,9.17,8.37,10.40,8.86,9.86,9.43,9.48
29-jun-2021 15:43:00,8.46,7.30,8.66,7.69,9.88,8.27,9.29,8.87,8.96
29-jun-2021 15:44:00,7.95,6.76,8.14,7.16,9.41,7.69,8.81,8.33,8.47
29-jun-2021 15:45:00,7.42,6.26,7.67,6.68,8.95,7.15,8.30,7.83,7.98
29-jun-2021 15:46:00,6.90,5.78,7.17,6.23,8.51,6.69,7.83,7.38,7.50
29-jun-2021 15:47:00,6.44,5.35,6.69,5.81,8.08,6.27,7.40,6.96,7.02
29-jun-2021 15:48:00,5.98,4.94,6.25,5.40,7.69,5.85,6.99,6.55,6.59
29-jun-2021 15:49:00,5.54,4.60,5.85,5.03,7.25,5.49,6.60,6.22,6.20
29-jun-2021 15:50:00,5.14,4.23,5.46,4.67,6.98,5.10,6.18,5.82,5.77
29-jun-2021 15:51:00,4.77,3.86,5.08,4.29,6.53,4.71,5.80,5.44,5.44
29-jun-2021 15:52:00,4.49,3.50,4.74,3.94,6.20,4.36,5.47,5.08,5.10
29-jun-2021 15:53:00,4.12,3.12,4.42,3.59,5.84,4.00,5.12,4.75,4.74
29-jun-2021 15:54:00,3.82,2.81,4.11,3.25,5.56,3.67,4.82,4.43,4.39
29-jun-2021 15:55:00,3.55,2.48,3.79,2.91,5.27,3.35,4.48,4.09,4.08
29-jun-2021 15:56:00,3.25,2.13,3.52,2.59,4.99,3.06,4.19,3.79,3.80
29-jun-2021 15:57:00,2.93,1.78,3.18,2.25,4.64,2.69,3.90,3.47,3.51
29-jun-2021 15:58:00,2.69,1.53,2.93,1.97,4.39,2.45,3.61,3.21,3.22
29-jun-2021 15:59:00,3.00,2.18,3.08,2.36,4.51,2.94,3.88,3.50,3.31
29-jun-2021 16:00:00,2.98,2.38,2.95,2.41,4.95,4.08,4.45,4.40,3.42
29-jun-2021 16:01:00,3.13,2.64,3.04,2.57,5.51,4.78,4.91,4.87,3.60
29-jun-2021 16:02:00,3.34,2.90,3.18,2.76,5.95,5.28,5.33,5.31,3.78
29-jun-2021 16:03:00,3.98,3.49,3.70,3.28,6.24,5.26,5.48,5.26,4.26
29-jun-2021 16:04:00,5.12,4.83,5.02,4.68,6.42,5.18,5.80,5.61,5.17
29-jun-2021 16:05:00,5.63,5.41,5.56,5.32,6.67,5.66,6.17,6.03,5.67
29-jun-2021 16:06:00,5.59,5.34,5.47,5.21,6.89,6.32,6.50,6.51,5.62
29-jun-2021 16:07:00,5.64,5.37,5.50,5.26,7.30,6.78,6.85,6.89,5.70
29-jun-2021 16:08:00,5.70,5.43,5.55,5.34,7.58,7.15,7.14,7.22,5.83
29-jun-2021 16:09:00,5.45,5.09,5.57,5.21,7.28,6.08,6.63,6.33,5.86
29-jun-2021 16:10:00,4.82,4.08,4.99,4.39,6.69,4.99,5.99,5.61,5.46
29-jun-2021 16:11:00,4.38,3.62,4.64,3.93,6.22,4.47,5.54,5.13,5.06
29-jun-2021 16:12:00,3.92,3.13,4.19,3.50,5.76,3.97,5.08,4.68,4.62
29-jun-2021 16:13:00,3.59,2.70,3.84,3.12,5.44,3.53,4.68,4.28,4.28
29-jun-2021 16:14:00,3.26,2.33,3.52,2.76,5.13,3.24,4.34,3.97,3.93
29-jun-2021 16:15:00,2.97,2.01,3.21,2.43,4.78,2.83,4.08,3.59,3.60
29-jun-2021 16:16:00,2.63,1.64,2.89,2.06,4.48,2.50,3.70,3.28,3.27
29-jun-2021 16:17:00,3.02,2.28,3.10,2.42,4.56,2.87,3.89,3.55,3.39
29-jun-2021 16:18:00,3.02,2.47,3.01,2.56,4.93,4.04,4.45,4.30,3.46
29-jun-2021 16:19:00,3.17,2.70,3.06,2.66,5.46,4.74,4.91,4.82,3.63
29-jun-2021 16:20:00,3.34,2.95,3.21,2.87,5.88,5.23,5.27,5.24,3.82
29-jun-2021 16:21:00,3.54,3.20,3.37,3.08,6.24,5.70,5.62,5.66,4.03
29-jun-2021 16:22:00,5.20,4.94,5.07,4.75,6.46,5.33,5.87,5.70,5.24
29-jun-2021 16:23:00,5.76,5.56,5.67,5.41,6.78,5.79,6.30,6.15,5.80
29-jun-2021 16:24:00,5.72,5.48,5.61,5.37,6.89,6.33,6.54,6.49,5.71
29-jun-2021 16:25:00,5.74,5.48,5.61,5.37,7.26,6.77,6.82,6.86,5.78
29-jun-2021 16:26:00,5.78,5.53,5.65,5.45,7.57,7.12,7.08,7.13,5.88
29-jun-2021 16:27:00,5.88,5.62,5.72,5.54,7.79,7.41,7.34,7.43,6.03
29-jun-2021 16:28:00,5.05,4.57,5.24,4.78,6.91,5.47,6.31,5.95,5.65
29-jun-2021 16:29:00,4.66,3.88,4.89,4.20,6.46,4.78,5.81,5.39,5.31
29-jun-2021 16:30:00,4.16,3.38,4.43,3.75,5.98,4.26,5.33,4.94,4.84
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
